market_name,n_parts,bTop10dummy,bYdummy,bNonLinear,bRemoveTop10init,R.Square
panel_catt_daily,60,TRUE,FALSE,FALSE,TRUE,0.636800362
panel_catt_daily,60,FALSE,FALSE,TRUE,TRUE,0.540147604
panel_catt_daily,60,TRUE,TRUE,FALSE,TRUE,0.855471189
panel_catt_daily,60,FALSE,FALSE,TRUE,FALSE,0.680228133
